COUNTY CODE,COUNTY NAME,DISTRICT CODE,DISTRICT NAME,SCHOOL CODE,SCHOOL NAME,DFG,SUBGROUP,SUBGROUP_TYPE,PREV_REGISTERED TO TEST_MATH,PREV_NOT TESTED ** (See Below)_MATH,PREV_VALID SCORES_MATH,PREV_MEAN SCALE SCORE_MATH,PREV_L1 PERCENT_MATH,PREV_L2 PERCENT_MATH,PREV_L3 PERCENT_MATH,PREV_L4 PERCENT_MATH,PREV_L5 PERCENT_MATH,GRADE,PREV_REGISTERED TO TEST_LA,PREV_NOT TESTED ** (See Below)_LA,PREV_VALID SCORES_LA,PREV_MEAN SCALE SCORE_LA,PREV_L1 PERCENT_LA,PREV_L2 PERCENT_LA,PREV_L3 PERCENT_LA,PREV_L4 PERCENT_LA,PREV_L5 PERCENT_LA
31,PASSAIC,4400,RINGWOOD BORO,,DISTRICT WIDE,GH,TOTAL,ALL STUDENTS,*,*,144,747,3.5,12.5,37.5,41.7,4.9,5,*,*,143,747,4.2,19.6,31.5,40.6,4.2
31,PASSAIC,5200,TOTOWA BORO,60.0,WASHINGTON PARK SCHOOL,CD,TOTAL,ALL STUDENTS,*,*,127,741,3.9,27.6,30.7,34.6,3.1,5,*,*,128,749,3.9,18,25,50,3.1
31,PASSAIC,5200,TOTOWA BORO,,DISTRICT WIDE,CD,TOTAL,ALL STUDENTS,*,*,127,741,3.9,27.6,30.7,34.6,3.1,5,*,*,128,749,3.9,18,25,50,3.1
31,PASSAIC,5440,WANAQUE BORO,50.0,HASKELL ELEMENTARY SCHOOL,DE,TOTAL,ALL STUDENTS,*,*,43,742,0,14,53.5,32.6,0,5,*,*,43,754,2.3,9.3,25.6,60.5,2.3
31,PASSAIC,5440,WANAQUE BORO,70.0,WANAQUE ELEMENTARY SCHOOL,DE,TOTAL,ALL STUDENTS,*,*,57,747,0,17.5,40.4,36.8,5.3,5,*,*,57,751,1.8,12.3,45.6,36.8,3.5
31,PASSAIC,5440,WANAQUE BORO,,DISTRICT WIDE,DE,TOTAL,ALL STUDENTS,*,*,100,745,0,16,46,35,3,5,*,*,100,752,2,11,37,47,3
31,PASSAIC,5570,WAYNE TWP,78.0,ALBERT PAYSON TERHUNE ELEMENTARY,GH,TOTAL,ALL STUDENTS,*,*,82,745,4.9,18.3,37.8,34.1,4.9,5,*,*,82,746,3.7,14.6,36.6,41.5,3.7
31,PASSAIC,5570,WAYNE TWP,85.0,JAMES FALLON ELEMENTARY SCHOOL,GH,TOTAL,ALL STUDENTS,*,*,71,744,1.4,21.1,38,35.2,4.2,5,*,*,72,756,4.2,11.1,26.4,54.2,4.2
31,PASSAIC,5570,WAYNE TWP,87.0,JOHN F KENNEDY ELEMENTARY SCHOOL,GH,TOTAL,ALL STUDENTS,*,*,70,756,0,8.6,34.3,50,7.1,5,*,*,70,757,2.9,10,22.9,61.4,2.9
31,PASSAIC,5570,WAYNE TWP,90.0,LAFAYETTE ELEMENTARY SCHOOL,GH,TOTAL,ALL STUDENTS,*,*,67,763,1.5,7.5,14.9,62.7,13.4,5,*,*,67,759,1.5,3,23.9,68.7,3
31,PASSAIC,5570,WAYNE TWP,110.0,PACKANACK ELEMENTARY SCHOOL,GH,TOTAL,ALL STUDENTS,*,*,65,758,0,7.7,26.2,61.5,4.6,5,*,*,65,766,1.5,4.6,18.5,64.6,10.8
31,PASSAIC,5570,WAYNE TWP,120.0,PINES LAKE ELEMENTARY SCHOOL,GH,TOTAL,ALL STUDENTS,88,14,74,748,1.4,18.9,28.4,47.3,4.1,5,88,14,74,756,4.1,10.8,23,62.2,0
31,PASSAIC,5570,WAYNE TWP,135.0,RANDALL CARTER ELEMENTARY SCHOOL,GH,TOTAL,ALL STUDENTS,*,*,52,751,5.8,11.5,36.5,36.5,9.6,5,*,*,51,769,0,3.9,19.6,62.7,13.7
31,PASSAIC,5570,WAYNE TWP,140.0,RYERSON ELEMENTARY SCHOOL,GH,TOTAL,ALL STUDENTS,*,*,32,732,9.4,34.4,21.9,34.4,0,5,*,*,32,742,12.5,18.8,21.9,46.9,0
31,PASSAIC,5570,WAYNE TWP,150.0,THEUNIS DEY ELEMENTARY SCHOOL,GH,TOTAL,ALL STUDENTS,90,12,78,753,2.6,6.4,39.7,42.3,9,5,90,12,78,750,6.4,11.5,23.1,52.6,6.4
31,PASSAIC,5570,WAYNE TWP,,DISTRICT WIDE,GH,TOTAL,ALL STUDENTS,632,41,591,751,2.5,13.9,31.6,45.3,6.6,5,632,41,591,756,3.7,9.6,24.5,57.2,4.9
31,PASSAIC,5650,WEST MILFORD TWP,42.0,APSHAWA ELEMENTARY SCHOOL,FG,TOTAL,ALL STUDENTS,*,*,35,738,5.7,17.1,51.4,22.9,2.9,5,*,*,36,744,5.6,11.1,38.9,44.4,0
31,PASSAIC,5650,WEST MILFORD TWP,60.0,MAPLE ROAD ELEMENTARY SCHOOL,FG,TOTAL,ALL STUDENTS,*,*,33,744,3,15.2,45.5,36.4,0,5,*,*,33,753,3,15.2,21.2,60.6,0
31,PASSAIC,5650,WEST MILFORD TWP,70.0,MARSHALL HILL ELEMENTARY SCHOOL,FG,TOTAL,ALL STUDENTS,*,*,37,749,0,16.2,45.9,35.1,2.7,5,*,*,38,758,0,13.2,23.7,60.5,2.6
31,PASSAIC,5650,WEST MILFORD TWP,80.0,PARADISE KNOLL ELEMENTARY SCHOOL,FG,TOTAL,ALL STUDENTS,51,21,30,722,13.3,46.7,20,20,0,5,51,21,30,730,13.3,30,36.7,20,0
31,PASSAIC,5650,WEST MILFORD TWP,90.0,UPPER GREENWOOD LAKE ELEMENTARY SCHOOL,FG,TOTAL,ALL STUDENTS,*,*,26,735,0,34.6,46.2,19.2,0,5,*,*,26,750,0,3.8,46.2,50,0
31,PASSAIC,5650,WEST MILFORD TWP,100.0,WESTBROOK ELEMENTARY SCHOOL,FG,TOTAL,ALL STUDENTS,56,15,41,738,2.4,26.8,39,31.7,0,5,56,15,41,747,2.4,19.5,31.7,46.3,0
31,PASSAIC,5650,WEST MILFORD TWP,,DISTRICT WIDE,FG,TOTAL,ALL STUDENTS,261,59,202,738,4,25.2,41.6,28.2,1,5,261,57,204,747,3.9,15.7,32.4,47.5,.5
31,PASSAIC,5690,WOODLAND PARK,70.0,MEMORIAL MIDDLE SCHOOL,DE,TOTAL,ALL STUDENTS,*,*,111,740,2.7,27,37.8,29.7,2.7,5,*,*,111,740,3.6,21.6,42.3,31.5,.9
31,PASSAIC,5690,WOODLAND PARK,,DISTRICT WIDE,DE,TOTAL,ALL STUDENTS,*,*,111,740,2.7,27,37.8,29.7,2.7,5,*,*,111,740,3.6,21.6,42.3,31.5,.9
33,SALEM,0060,ALLOWAY TWP,20.0,ALLOWAY TOWNSHIP SCHOOL,DE,TOTAL,ALL STUDENTS,*,*,37,750,2.7,16.2,24.3,48.6,8.1,5,*,*,37,763,10.8,2.7,16.2,56.8,13.5
33,SALEM,0060,ALLOWAY TWP,,DISTRICT WIDE,DE,TOTAL,ALL STUDENTS,*,*,37,750,2.7,16.2,24.3,48.6,8.1,5,*,*,37,763,10.8,2.7,16.2,56.8,13.5
33,SALEM,2800,LOWER ALLOWAYS CREEK,50.0,LOWER ALLOWAYS CREEK ELEMENTARY SCHOOL,CD,TOTAL,ALL STUDENTS,*,*,12,727,0,41.7,58.3,0,0,5,*,*,11,730,18.2,18.2,36.4,27.3,0
33,SALEM,2800,LOWER ALLOWAYS CREEK,,DISTRICT WIDE,CD,TOTAL,ALL STUDENTS,*,*,12,727,0,41.7,58.3,0,0,5,*,*,11,730,18.2,18.2,36.4,27.3,0
33,SALEM,2950,MANNINGTON TWP,50.0,MANNINGTON TOWNSHIP ELEMENTARY SCHOOL,CD,TOTAL,ALL STUDENTS,*,*,17,764,0,0,17.6,64.7,17.6,5,*,*,17,758,0,0,29.4,64.7,5.9
33,SALEM,2950,MANNINGTON TWP,,DISTRICT WIDE,CD,TOTAL,ALL STUDENTS,*,*,17,764,0,0,17.6,64.7,17.6,5,*,*,17,758,0,0,29.4,64.7,5.9
33,SALEM,3860,OLDMANS TWP,10.0,OLDMANS TOWNSHIP SCHOOL,CD,TOTAL,ALL STUDENTS,*,*,17,745,5.9,11.8,41.2,35.3,5.9,5,*,*,17,753,5.9,11.8,29.4,41.2,11.8
33,SALEM,3860,OLDMANS TWP,,DISTRICT WIDE,CD,TOTAL,ALL STUDENTS,*,*,17,745,5.9,11.8,41.2,35.3,5.9,5,*,*,17,753,5.9,11.8,29.4,41.2,11.8
33,SALEM,4070,PENNS GRV-CARNEY'S PT REG,80.0,PAUL W CARLETON,A,TOTAL,ALL STUDENTS,*,*,139,731,7.2,38.1,33.8,20.1,.7,5,*,*,139,735,13.7,18.7,33.1,33.1,1.4
33,SALEM,4070,PENNS GRV-CARNEY'S PT REG,,DISTRICT WIDE,A,TOTAL,ALL STUDENTS,*,*,140,730,7.9,37.9,33.6,20,.7,5,*,*,140,735,14.3,18.6,32.9,32.9,1.4
33,SALEM,4075,PENNSVILLE,78.0,PENN BEACH ELEMENTARY SCHOOL,CD,TOTAL,ALL STUDENTS,*,*,139,747,2.9,14.4,33.8,44.6,4.3,5,*,*,139,752,1.4,9.4,30.9,56.1,2.2
33,SALEM,4075,PENNSVILLE,,DISTRICT WIDE,CD,TOTAL,ALL STUDENTS,*,*,139,747,2.9,14.4,33.8,44.6,4.3,5,*,*,139,752,1.4,9.4,30.9,56.1,2.2
33,SALEM,4150,PITTSGROVE TWP,60.0,OLIVET ELEMENTARY SCHOOL,CD,TOTAL,ALL STUDENTS,126,19,107,738,2.8,29.9,36.4,29,1.9,5,127,19,108,747,1.9,24.1,28.7,42.6,2.8
33,SALEM,4150,PITTSGROVE TWP,,DISTRICT WIDE,CD,TOTAL,ALL STUDENTS,126,19,107,738,2.8,29.9,36.4,29,1.9,5,127,19,108,747,1.9,24.1,28.7,42.6,2.8
33,SALEM,4280,QUINTON TWP,50.0,QUINTON TOWNSHIP SCHOOL DISTRICT,A,TOTAL,ALL STUDENTS,*,*,37,734,10.8,21.6,43.2,24.3,0,5,*,*,37,738,8.1,32.4,29.7,27,2.7
33,SALEM,4280,QUINTON TWP,,DISTRICT WIDE,A,TOTAL,ALL STUDENTS,*,*,37,734,10.8,21.6,43.2,24.3,0,5,*,*,37,738,8.1,32.4,29.7,27,2.7
33,SALEM,4630,SALEM CITY,90.0,SALEM MIDDLE SCHOOL,A,TOTAL,ALL STUDENTS,*,*,70,713,25.7,48.6,20,5.7,0,5,*,*,67,718,20.9,47.8,17.9,13.4,0
33,SALEM,4630,SALEM CITY,,DISTRICT WIDE,A,TOTAL,ALL STUDENTS,*,*,70,713,25.7,48.6,20,5.7,0,5,*,*,67,718,20.9,47.8,17.9,13.4,0
33,SALEM,5320,UPPER PITTSGROVE TWP,70.0,UPPER PITTSGROVE SCHOOL,CD,TOTAL,ALL STUDENTS,*,*,39,737,0,23.1,59,15.4,2.6,5,*,*,39,749,2.6,12.8,35.9,46.2,2.6
33,SALEM,5320,UPPER PITTSGROVE TWP,,DISTRICT WIDE,CD,TOTAL,ALL STUDENTS,*,*,39,737,0,23.1,59,15.4,2.6,5,*,*,39,749,2.6,12.8,35.9,46.2,2.6
33,SALEM,5910,WOODSTOWN-PILESGROVE REG,60.0,MARY S. SHOEMAKER SCHOOL,FG,TOTAL,ALL STUDENTS,*,*,87,747,1.1,14.9,42.5,36.8,4.6,5,*,*,88,761,2.3,5.7,21.6,63.6,6.8
33,SALEM,5910,WOODSTOWN-PILESGROVE REG,,DISTRICT WIDE,FG,TOTAL,ALL STUDENTS,*,*,87,747,1.1,14.9,42.5,36.8,4.6,5,*,*,88,761,2.3,5.7,21.6,63.6,6.8
35,SOMERSET,0240,BEDMINSTER TWP,20.0,BEDMINSTER TOWNSHIP PUBLIC SCHOOL,I,TOTAL,ALL STUDENTS,*,*,60,756,1.7,13.3,26.7,45,13.3,5,*,*,59,769,1.7,5.1,20.3,57.6,15.3
35,SOMERSET,0240,BEDMINSTER TWP,,DISTRICT WIDE,I,TOTAL,ALL STUDENTS,*,*,60,756,1.7,13.3,26.7,45,13.3,5,*,*,59,769,1.7,5.1,20.3,57.6,15.3
35,SOMERSET,0350,BERNARDS TWP,60.0,OAK STREET SCHOOL,J,TOTAL,ALL STUDENTS,*,*,111,764,1.8,4.5,21.6,55,17.1,5,*,*,111,770,0,6.3,11.7,72.1,9.9
35,SOMERSET,0350,BERNARDS TWP,70.0,CEDAR HILL SCHOOL,J,TOTAL,ALL STUDENTS,*,*,94,777,0,2.1,14.9,48.9,34,5,*,*,94,785,0,2.1,9.6,48.9,39.4
35,SOMERSET,0350,BERNARDS TWP,80.0,LIBERTY CORNER SCHOOL,J,TOTAL,ALL STUDENTS,*,*,88,767,4.5,4.5,15.9,51.1,23.9,5,*,*,87,782,1.1,2.3,9.2,54,33.3
35,SOMERSET,0350,BERNARDS TWP,100.0,MOUNT PROSPECT ELEMENTARY SCHOOL,J,TOTAL,ALL STUDENTS,*,*,120,785,0,0,10,45.8,44.2,5,*,*,119,786,0,.8,5.9,55.5,37.8
35,SOMERSET,0350,BERNARDS TWP,,DISTRICT WIDE,J,TOTAL,ALL STUDENTS,425,12,413,774,1.5,2.7,15.5,50.1,30.3,5,423,12,411,781,.2,2.9,9,58.2,29.7
35,SOMERSET,0490,BOUND BROOK BORO,50.0,BOUND BROOK ELEMENTARY SCHOOL,B,TOTAL,ALL STUDENTS,*,*,115,725,11.3,40.9,37.4,7.8,2.6,5,*,*,115,729,14.8,25.2,35.7,24.3,0
35,SOMERSET,0490,BOUND BROOK BORO,,DISTRICT WIDE,B,TOTAL,ALL STUDENTS,*,*,115,725,11.3,40.9,37.4,7.8,2.6,5,*,*,115,729,14.8,25.2,35.7,24.3,0
35,SOMERSET,0510,BRANCHBURG TWP,60.0,STONY BROOK SCHOOL,I,TOTAL,ALL STUDENTS,172,19,153,761,3.3,7.2,22.2,52.9,14.4,5,172,19,153,762,1.3,8.5,21.6,60.1,8.5
35,SOMERSET,0510,BRANCHBURG TWP,,DISTRICT WIDE,I,TOTAL,ALL STUDENTS,172,19,153,761,3.3,7.2,22.2,52.9,14.4,5,172,19,153,762,1.3,8.5,21.6,60.1,8.5
35,SOMERSET,0555,BRIDGEWATER-RARITAN REG,48.0,EISENHOWER INTERMEDIATE SCHOOL,I,TOTAL,ALL STUDENTS,395,29,366,757,1.4,14.8,29.5,36.1,18.3,5,395,28,367,762,1.6,11.2,19.9,56.7,10.6
35,SOMERSET,0555,BRIDGEWATER-RARITAN REG,65.0,HILLSIDE INTERMEDIATE SCHOOL,I,TOTAL,ALL STUDENTS,274,14,260,753,.4,14.2,36.2,36.2,13.1,5,271,13,258,761,2.3,8.9,23.3,53.1,12.4
35,SOMERSET,0555,BRIDGEWATER-RARITAN REG,,DISTRICT WIDE,I,TOTAL,ALL STUDENTS,676,44,632,755,1.3,15,32,35.8,16,5,673,42,631,761,2.4,10.6,21.1,54.7,11.3
35,SOMERSET,1610,FRANKLIN TWP,150.0,SAMPSON G. SMITH SCHOOL,GH,TOTAL,ALL STUDENTS,*,*,482,740,3.3,27.6,34,31.3,3.7,5,*,*,480,743,9.6,18.8,32.1,35,4.6
35,SOMERSET,1610,FRANKLIN TWP,,DISTRICT WIDE,GH,TOTAL,ALL STUDENTS,*,*,514,740,3.5,27.8,33.7,31.3,3.7,5,522,11,511,742,10,19.2,31.5,35,4.3
35,SOMERSET,1810,GREEN BROOK TWP,30.0,GREEN BROOK MIDDLE SCHOOL,GH,TOTAL,ALL STUDENTS,*,*,101,759,3,7.9,29.7,41.6,17.8,5,*,*,101,761,0,11.9,23.8,53.5,10.9
35,SOMERSET,1810,GREEN BROOK TWP,,DISTRICT WIDE,GH,TOTAL,ALL STUDENTS,*,*,101,759,3,7.9,29.7,41.6,17.8,5,*,*,101,761,0,11.9,23.8,53.5,10.9
35,SOMERSET,2170,HILLSBOROUGH TWP,34.0,AUTEN ROAD INTERMEDIATE SCHOOL,I,TOTAL,ALL STUDENTS,535,53,482,759,1.5,8.3,26.3,50.8,13.1,5,531,54,477,759,2.5,7.1,25.4,58.5,6.5
35,SOMERSET,2170,HILLSBOROUGH TWP,,DISTRICT WIDE,I,TOTAL,ALL STUDENTS,556,56,500,758,1.8,8.8,25.6,50.8,13,5,553,57,496,759,3.2,7.1,25.2,57.7,6.9
35,SOMERSET,3000,MANVILLE BORO,80.0,ROOSEVELT SCHOOL,CD,TOTAL,ALL STUDENTS,*,*,106,743,6.6,22.6,27.4,38.7,4.7,5,*,*,105,743,10.5,17.1,29.5,38.1,4.8
35,SOMERSET,3000,MANVILLE BORO,,DISTRICT WIDE,CD,TOTAL,ALL STUDENTS,*,*,106,743,6.6,22.6,27.4,38.7,4.7,5,*,*,105,743,10.5,17.1,29.5,38.1,4.8
35,SOMERSET,3320,MONTGOMERY TWP,45.0,MONTGOMERY LOWER MIDDLE SCHOOL,J,TOTAL,ALL STUDENTS,*,*,355,766,.6,7.3,19.4,53.2,19.4,5,*,*,352,773,1.1,5.4,14.5,57.4,21.6
35,SOMERSET,3320,MONTGOMERY TWP,,DISTRICT WIDE,J,TOTAL,ALL STUDENTS,*,*,355,766,.6,7.3,19.4,53.2,19.4,5,*,*,352,773,1.1,5.4,14.5,57.4,21.6
35,SOMERSET,3670,NORTH PLAINFIELD BORO,80.0,SOMERSET SCHOOL,DE,TOTAL,ALL STUDENTS,*,*,248,732,6.9,32.7,35.5,24.6,.4,5,257,12,245,730,17.1,27.3,30.6,24.1,.8
35,SOMERSET,3670,NORTH PLAINFIELD BORO,,DISTRICT WIDE,DE,TOTAL,ALL STUDENTS,*,*,248,732,6.9,32.7,35.5,24.6,.4,5,257,12,245,730,17.1,27.3,30.6,24.1,.8
35,SOMERSET,4815,SOMERSET HILLS REGIONAL,40.0,BERNARDSVILLE MIDDLE SCHOOL,I,TOTAL,ALL STUDENTS,*,*,115,748,4.3,15.7,33,37.4,9.6,5,*,*,114,762,4.4,8.8,19.3,52.6,14.9
35,SOMERSET,4815,SOMERSET HILLS REGIONAL,,DISTRICT WIDE,I,TOTAL,ALL STUDENTS,*,*,115,748,4.3,15.7,33,37.4,9.6,5,*,*,114,762,4.4,8.8,19.3,52.6,14.9
35,SOMERSET,4820,SOMERVILLE BORO,90.0,VAN DERVEER ELEMENTARY SCHOOL,FG,TOTAL,ALL STUDENTS,*,*,127,738,1.6,23.6,44.1,29.9,.8,5,*,*,126,747,8.7,12.7,27.8,46.8,4
35,SOMERSET,4820,SOMERVILLE BORO,,DISTRICT WIDE,FG,TOTAL,ALL STUDENTS,*,*,127,738,1.6,23.6,44.1,29.9,.8,5,*,*,126,747,8.7,12.7,27.8,46.8,4
35,SOMERSET,4850,SOUTH BOUND BROOK,60.0,ROBERT MORRIS SCHOOL,B,TOTAL,ALL STUDENTS,*,*,36,726,13.9,27.8,52.8,5.6,0,5,*,*,36,741,0,33.3,25,41.7,0
35,SOMERSET,4850,SOUTH BOUND BROOK,,DISTRICT WIDE,B,TOTAL,ALL STUDENTS,*,*,36,726,13.9,27.8,52.8,5.6,0,5,*,*,36,741,0,33.3,25,41.7,0
35,SOMERSET,5470,WARREN TWP,30.0,CENTRAL SCHOOL,I,TOTAL,ALL STUDENTS,*,*,61,758,1.6,11.5,24.6,50.8,11.5,5,*,*,61,764,3.3,4.9,23,54.1,14.8
35,SOMERSET,5470,WARREN TWP,35.0,MT. HOREB SCHOOL,I,TOTAL,ALL STUDENTS,*,*,41,766,0,4.9,29.3,43.9,22,5,*,*,41,768,0,2.4,17.1,75.6,4.9
35,SOMERSET,5470,WARREN TWP,40.0,ANGELO L. TOMASO SCHOOL,I,TOTAL,ALL STUDENTS,*,*,57,768,0,1.8,24.6,52.6,21.1,5,*,*,57,759,0,10.5,17.5,66.7,5.3
35,SOMERSET,5470,WARREN TWP,50.0,WOODLAND SCHOOL,I,TOTAL,ALL STUDENTS,*,*,60,759,1.7,11.7,23.3,50,13.3,5,*,*,60,763,5,3.3,21.7,60,10
35,SOMERSET,5470,WARREN TWP,,DISTRICT WIDE,I,TOTAL,ALL STUDENTS,*,*,219,762,.9,7.8,25.1,49.8,16.4,5,*,*,219,763,2.3,5.5,20.1,63,9.1
35,SOMERSET,5540,WATCHUNG BORO,50.0,VALLEY VIEW SCHOOL,I,TOTAL,ALL STUDENTS,*,*,93,757,2.2,14,19.4,58.1,6.5,5,*,*,93,767,0,4.3,18.3,69.9,7.5
35,SOMERSET,5540,WATCHUNG BORO,,DISTRICT WIDE,I,TOTAL,ALL STUDENTS,*,*,93,757,2.2,14,19.4,58.1,6.5,5,*,*,93,767,0,4.3,18.3,69.9,7.5
37,SUSSEX,0090,ANDOVER REG,40.0,LONG POND SCHOOL,FG,TOTAL,ALL STUDENTS,66,11,55,748,3.6,16.4,29.1,43.6,7.3,5,66,11,55,740,7.3,16.4,40,34.5,1.8
37,SUSSEX,0090,ANDOVER REG,,DISTRICT WIDE,FG,TOTAL,ALL STUDENTS,66,11,55,748,3.6,16.4,29.1,43.6,7.3,5,66,11,55,740,7.3,16.4,40,34.5,1.8
37,SUSSEX,0640,BYRAM TWP,30.0,BYRAM INTERMEDIATE SCHOOL,I,TOTAL,ALL STUDENTS,*,*,97,738,5.2,21.6,43.3,28.9,1,5,*,*,97,752,4.1,15.5,18.6,59.8,2.1
37,SUSSEX,0640,BYRAM TWP,,DISTRICT WIDE,I,TOTAL,ALL STUDENTS,*,*,97,738,5.2,21.6,43.3,28.9,1,5,*,*,97,752,4.1,15.5,18.6,59.8,2.1
37,SUSSEX,1560,FRANKFORD TWP,50.0,FRANKFORD TOWNSHIP SCHOOL,FG,TOTAL,ALL STUDENTS,*,*,48,760,2.1,10.4,22.9,52.1,12.5,5,*,*,48,763,2.1,8.3,25,54.2,10.4
37,SUSSEX,1560,FRANKFORD TWP,,DISTRICT WIDE,FG,TOTAL,ALL STUDENTS,*,*,48,760,2.1,10.4,22.9,52.1,12.5,5,*,*,48,763,2.1,8.3,25,54.2,10.4
37,SUSSEX,1570,FRANKLIN BORO,60.0,FRANKLIN ELEMENTARY SCHOOL,CD,TOTAL,ALL STUDENTS,*,*,47,729,14.9,21.3,44.7,19.1,0,5,*,*,46,750,6.5,8.7,34.8,47.8,2.2
37,SUSSEX,1570,FRANKLIN BORO,,DISTRICT WIDE,CD,TOTAL,ALL STUDENTS,*,*,47,729,14.9,21.3,44.7,19.1,0,5,*,*,46,750,6.5,8.7,34.8,47.8,2.2
37,SUSSEX,1630,FREDON TWP,50.0,FREDON TOWNSHIP SCHOOL DISTRICT,GH,TOTAL,ALL STUDENTS,*,*,39,741,5.1,7.7,51.3,35.9,0,5,*,*,39,747,2.6,12.8,43.6,38.5,2.6
37,SUSSEX,1630,FREDON TWP,,DISTRICT WIDE,GH,TOTAL,ALL STUDENTS,*,*,39,741,5.1,7.7,51.3,35.9,0,5,*,*,39,747,2.6,12.8,43.6,38.5,2.6
37,SUSSEX,1800,GREEN TWP,60.0,GREEN HILLS SCHOOL,I,TOTAL,ALL STUDENTS,*,*,53,758,1.9,7.5,20.8,62.3,7.5,5,*,*,53,758,1.9,13.2,26.4,49.1,9.4
37,SUSSEX,1800,GREEN TWP,,DISTRICT WIDE,I,TOTAL,ALL STUDENTS,*,*,53,758,1.9,7.5,20.8,62.3,7.5,5,*,*,53,758,1.9,13.2,26.4,49.1,9.4
37,SUSSEX,1930,HAMBURG BORO,60.0,HAMBURG SCHOOL,DE,TOTAL,ALL STUDENTS,*,*,15,729,20,33.3,26.7,20,0,5,*,*,15,754,6.7,6.7,26.7,60,0
37,SUSSEX,1930,HAMBURG BORO,,DISTRICT WIDE,DE,TOTAL,ALL STUDENTS,*,*,15,729,20,33.3,26.7,20,0,5,*,*,15,754,6.7,6.7,26.7,60,0
37,SUSSEX,1980,HAMPTON TWP,50.0,MARIAN E. MCKEOWN ELEMENTARY SCHOOL,GH,TOTAL,ALL STUDENTS,*,*,48,749,2.1,8.3,45.8,39.6,4.2,5,*,*,48,762,0,2.1,22.9,72.9,2.1
37,SUSSEX,1980,HAMPTON TWP,,DISTRICT WIDE,GH,TOTAL,ALL STUDENTS,*,*,48,749,2.1,8.3,45.8,39.6,4.2,5,*,*,48,762,0,2.1,22.9,72.9,2.1
37,SUSSEX,2030,HARDYSTON TWP,30.0,HARDYSTON TOWNSHIP MIDDLE SCHOOL,FG,TOTAL,ALL STUDENTS,*,*,72,737,2.8,25,41.7,30.6,0,5,*,*,72,746,6.9,9.7,34.7,47.2,1.4
37,SUSSEX,2030,HARDYSTON TWP,,DISTRICT WIDE,FG,TOTAL,ALL STUDENTS,*,*,72,737,2.8,25,41.7,30.6,0,5,*,*,72,746,6.9,9.7,34.7,47.2,1.4
37,SUSSEX,2240,HOPATCONG,35.0,DURBAN AVENUE ELEMENTARY SCHOOL,FG,TOTAL,ALL STUDENTS,127,24,103,741,2.9,17.5,43.7,35.9,0,5,126,24,102,741,6.9,15.7,41.2,33.3,2.9
37,SUSSEX,2240,HOPATCONG,,DISTRICT WIDE,FG,TOTAL,ALL STUDENTS,127,24,103,741,2.9,17.5,43.7,35.9,0,5,126,24,102,741,6.9,15.7,41.2,33.3,2.9
37,SUSSEX,2490,LAFAYETTE TWP,50.0,LAFAYETTE TOWNSHIP SCHOOL,GH,TOTAL,ALL STUDENTS,39,14,25,753,0,4,40,48,8,5,39,14,25,764,0,8,16,72,4
37,SUSSEX,2490,LAFAYETTE TWP,,DISTRICT WIDE,GH,TOTAL,ALL STUDENTS,39,14,25,753,0,4,40,48,8,5,39,14,25,764,0,8,16,72,4
37,SUSSEX,3300,MONTAGUE TWP,50.0,MONTAGUE TOWNSHIP SCHOOL DISTRICT,B,TOTAL,ALL STUDENTS,*,*,32,761,0,3.1,15.6,68.8,12.5,5,*,*,32,764,0,9.4,15.6,65.6,9.4
37,SUSSEX,3300,MONTAGUE TWP,,DISTRICT WIDE,B,TOTAL,ALL STUDENTS,*,*,32,761,0,3.1,15.6,68.8,12.5,5,*,*,32,764,0,9.4,15.6,65.6,9.4
37,SUSSEX,3590,NEWTON TOWN,60.0,HALSTED MIDDLE SCHOOL,CD,TOTAL,ALL STUDENTS,*,*,62,736,1.6,24.2,51.6,21,1.6,5,*,*,61,744,4.9,19.7,36.1,37.7,1.6
37,SUSSEX,3590,NEWTON TOWN,,DISTRICT WIDE,CD,TOTAL,ALL STUDENTS,*,*,63,736,1.6,23.8,50.8,22.2,1.6,5,*,*,62,744,4.8,19.4,37.1,37.1,1.6
37,SUSSEX,3840,OGDENSBURG BORO,50.0,OGDENSBURG BOROUGH SCHOOL DISTRICT,FG,TOTAL,ALL STUDENTS,*,*,24,743,4.2,16.7,33.3,41.7,4.2,5,*,*,24,753,0,8.3,37.5,45.8,8.3
37,SUSSEX,3840,OGDENSBURG BORO,,DISTRICT WIDE,FG,TOTAL,ALL STUDENTS,*,*,24,743,4.2,16.7,33.3,41.7,4.2,5,*,*,24,753,0,8.3,37.5,45.8,8.3
37,SUSSEX,4650,SANDYSTON-WALPACK TWP,50.0,SANDYSTON WALPACK CONSOLIDATED SCHOOL,FG,TOTAL,ALL STUDENTS,*,*,17,739,0,41.2,29.4,23.5,5.9,5,*,*,17,752,0,23.5,17.6,58.8,0
37,SUSSEX,4650,SANDYSTON-WALPACK TWP,,DISTRICT WIDE,FG,TOTAL,ALL STUDENTS,*,*,17,739,0,41.2,29.4,23.5,5.9,5,*,*,17,752,0,23.5,17.6,58.8,0
37,SUSSEX,4960,SPARTA TWP,60.0,HELEN MORGAN SCHOOL,I,TOTAL,ALL STUDENTS,255,32,223,755,1.8,12.6,26,48.4,11.2,5,255,32,223,765,2.2,7.2,18.4,61,11.2
